0.5375 0.249
0.5574 0.239
0.5774 0.235
0.5976 0.239
0.6178 0.249
0.638 0.267
0.6582 0.292
0.6784 0.323
0.6986 0.361
0.7188 0.404
0.739 0.453
0.7592 0.506
0.7794 0.565
0.7996 0.627
0.8198 0.693
0.84 0.765
0.8602 0.841
0.8804 0.924
0.9006 1.014
0.9208 1.111
0.941 1.216
0.9612 1.327
0.9814 1.444
1.0016 1.567
1.0218 1.695
1.042 1.826
1.0622 1.957
1.0824 2.086
1.1026 2.204
1.1228 2.292
1.143 2.332
1.1632 2.328
1.1834 2.306
1.2036 2.282
1.2238 2.265
1.244 2.259
1.2636 2.265
1.2832 2.278
1.3028 2.283
1.3224 2.214
1.342 1.993
1.3617 1.697
1.3813 1.386
1.4009 1.077
1.4205 0.78
1.4401 0.501
1.4597 0.247
1.4793 0.022
1.4989 -0.167
1.5185 -0.316
1.5381 -0.421
1.5577 -0.483
1.5773 -0.503

0 3.18
0.0199 3.15
0.0398 3.072
0.0597 2.968
0.0796 2.852
0.0995 2.735
0.1195 2.62
0.1394 2.512
0.1593 2.412
0.1792 2.324
0.1991 2.247
0.219 2.184
0.2389 2.133
0.2588 2.093
0.2787 2.06
0.2986 2.029
0.3185 1.989
0.3384 1.934
0.3584 1.863
0.3783 1.783
0.3982 1.712
0.4181 1.664
0.438 1.644
0.4579 1.65
0.4778 1.675
0.4977 1.71
0.5176 1.748
0.5375 1.78
0.5574 1.783
0.5774 1.779
0.5976 1.783
0.6178 1.779
0.638 1.744
0.6582 1.7
0.6784 1.651
0.6986 1.601
0.7188 1.553
0.739 1.51
0.7592 1.474
0.7794 1.446
0.7996 1.429
0.8198 1.424
0.84 1.432
0.8602 1.456
0.8804 1.496
0.9006 1.553
0.9208 1.625
0.941 1.713
0.9612 1.814
0.9814 1.926
1.0016 2.048
1.0218 2.179
1.042 2.315
1.0622 2.451
1.0824 2.572
1.1026 2.658
1.1228 2.71
1.143 2.778
1.1632 2.882
1.1834 3.005
1.2036 3.129
1.2238 3.231
1.244 3.277
1.2636 3.218
1.2832 3.045
1.3028 2.815
1.3224 2.637
1.342 2.609
1.3617 2.666
1.3813 2.753
1.4009 2.851
1.4205 2.949
1.4401 3.035
1.4597 3.1
1.4793 3.141
1.4989 3.164
1.5185 3.174
1.5381 3.179
1.5577 3.18
1.5773 3.18

0 3.948
0.0199 3.968
0.0398 4.003
0.0597 3.991
0.0796 3.897
0.0995 3.762
0.1195 3.615
0.1394 3.466
0.1593 3.32
0.1792 3.178
0.1991 3.042
0.219 2.911
0.2389 2.787
0.2588 2.669
0.2787 2.557
0.2986 2.453
0.3185 2.357
0.3384 2.27
0.3584 2.193
0.3783 2.125
0.3982 2.063
0.4181 2.007
0.438 1.956
0.4579 1.91
0.4778 1.871
0.4977 1.839
0.5176 1.814
0.5375 1.797
0.5574 1.809
0.5774 1.82
0.5976 1.809
0.6178 1.797
0.638 1.813
0.6582 1.838
0.6784 1.869
0.6986 1.908
0.7188 1.953
0.739 2.004
0.7592 2.06
0.7794 2.121
0.7996 2.186
0.8198 2.252
0.84 2.318
0.8602 2.385
0.8804 2.453
0.9006 2.523
0.9208 2.6
0.941 2.684
0.9612 2.778
0.9814 2.882
1.0016 2.994
1.0218 3.107
1.042 3.132
1.0622 3.076
1.0824 3.037
1.1026 3.059
1.1228 3.158
1.143 3.306
1.1632 3.475
1.1834 3.649
1.2036 3.811
1.2238 3.931
1.244 3.968
1.2636 3.959
1.2832 3.958
1.3028 3.957
1.3224 3.936
1.342 3.9
1.3617 3.861
1.3813 3.828
1.4009 3.809
1.4205 3.813
1.4401 3.847
1.4597 3.919
1.4793 4.02
1.4989 3.995
1.5185 3.975
1.5381 3.96
1.5577 3.951
1.5773 3.948

0 4.603
0.0199 4.527
0.0398 4.402
0.0597 4.275
0.0796 4.129
0.0995 3.97
0.1195 3.812
0.1394 3.657
0.1593 3.509
0.1792 3.367
0.1991 3.232
0.219 3.104
0.2389 2.984
0.2588 2.871
0.2787 2.763
0.2986 2.658
0.3185 2.551
0.3384 2.44
0.3584 2.332
0.3783 2.235
0.3982 2.152
0.4181 2.084
0.438 2.027
0.4579 1.979
0.4778 1.939
0.4977 1.907
0.5176 1.882
0.5375 1.863
0.5574 1.832
0.5774 1.82
0.5976 1.832
0.6178 1.863
0.638 1.883
0.6582 1.908
0.6784 1.94
0.6986 1.979
0.7188 2.024
0.739 2.076
0.7592 2.134
0.7794 2.2
0.7996 2.272
0.8198 2.351
0.84 2.438
0.8602 2.531
0.8804 2.632
0.9006 2.738
0.9208 2.849
0.941 2.963
0.9612 3.073
0.9814 3.168
1.0016 3.223
1.0218 3.223
1.042 3.276
1.0622 3.409
1.0824 3.558
1.1026 3.714
1.1228 3.875
1.143 4.04
1.1632 4.205
1.1834 4.364
1.2036 4.505
1.2238 4.572
1.244 4.586
1.2636 4.524
1.2832 4.433
1.3028 4.37
1.3224 4.328
1.342 4.292
1.3617 4.253
1.3813 4.21
1.4009 4.168
1.4205 4.126
1.4401 4.087
1.4597 4.051
1.4793 4.028
1.4989 4.162
1.5185 4.31
1.5381 4.451
1.5577 4.56
1.5773 4.603

0 4.76
0.0199 4.704
0.0398 4.563
0.0597 4.465
0.0796 4.466
0.0995 4.504
0.1195 4.521
0.1394 4.499
0.1593 4.442
0.1792 4.359
0.1991 4.256
0.219 4.114
0.2389 3.909
0.2588 3.677
0.2787 3.448
0.2986 3.239
0.3185 3.067
0.3384 2.944
0.3584 2.868
0.3783 2.825
0.3982 2.68
0.4181 2.514
0.438 2.362
0.4579 2.226
0.4778 2.106
0.4977 2.006
0.5176 1.925
0.5375 1.867
0.5574 1.849
0.5774 1.842
0.5976 1.849
0.6178 1.869
0.638 1.932
0.6582 2.021
0.6784 2.136
0.6986 2.278
0.7188 2.444
0.739 2.622
0.7592 2.734
0.7794 2.759
0.7996 2.771
0.8198 2.788
0.84 2.817
0.8602 2.861
0.8804 2.923
0.9006 3.003
0.9208 3.099
0.941 3.208
0.9612 3.33
0.9814 3.461
1.0016 3.598
1.0218 3.737
1.042 3.876
1.0622 4.028
1.0824 4.194
1.1026 4.371
1.1228 4.557
1.143 4.75
1.1632 4.857
1.1834 4.771
1.2036 4.681
1.2238 4.682
1.244 4.756
1.2636 4.791
1.2832 4.854
1.3028 4.909
1.3224 4.981
1.342 5.067
1.3617 5.125
1.3813 5.096
1.4009 5.038
1.4205 4.981
1.4401 4.93
1.4597 4.885
1.4793 4.847
1.4989 4.816
1.5185 4.791
1.5381 4.774
1.5577 4.764
1.5773 4.76

0 4.919
0.0199 4.918
0.0398 4.961
0.0597 4.949
0.0796 4.929
0.0995 4.899
0.1195 4.857
0.1394 4.799
0.1593 4.722
0.1792 4.582
0.1991 4.403
0.219 4.237
0.2389 4.112
0.2588 4.006
0.2787 3.825
0.2986 3.629
0.3185 3.431
0.3384 3.235
0.3584 3.042
0.3783 2.856
0.3982 2.802
0.4181 2.789
0.438 2.779
0.4579 2.77
0.4778 2.762
0.4977 2.753
0.5176 2.745
0.5375 2.739
0.5574 2.735
0.5774 2.733
0.5976 2.735
0.6178 2.739
0.638 2.746
0.6582 2.754
0.6784 2.762
0.6986 2.771
0.7188 2.782
0.739 2.804
0.7592 2.913
0.7794 3.128
0.7996 3.37
0.8198 3.612
0.84 3.736
0.8602 3.818
0.8804 3.893
0.9006 3.946
0.9208 3.954
0.941 3.912
0.9612 3.843
0.9814 3.778
1.0016 3.759
1.0218 3.819
1.042 3.949
1.0622 4.108
1.0824 4.28
1.1026 4.46
1.1228 4.644
1.143 4.815
1.1632 4.956
1.1834 5.158
1.2036 5.136
1.2238 4.927
1.244 4.78
1.2636 4.857
1.2832 5.01
1.3028 5.202
1.3224 5.348
1.342 5.276
1.3617 5.214
1.3813 5.187
1.4009 5.152
1.4205 5.11
1.4401 5.068
1.4597 5.029
1.4793 4.996
1.4989 4.968
1.5185 4.946
1.5381 4.931
1.5577 4.922
1.5773 4.919

